"#","Latin Input","Devanagari Target","Devanagari Predicted","Correct"
"48","achhanera","अछनेरा","अचनाराा","❌"
"49","achnera","अछनेरा","अचनेरा","❌"
"50","ajmeedh","अजमीढ़","अममीदध","❌"
"51","ajhar","अजहर","अझर","❌"
"52","azhar","अजहर","अझार","❌"
"53","ajit","अजित","अजित","✅"
"54","agnat","अज्ञात","अग्नत","❌"
"55","agyaat","अज्ञात","अज्ञात","✅"
"56","agyat","अज्ञात","अज्ञात","✅"
"57","atakta","अटकता","अतक्ता","❌"
"58","atkata","अटकता","अतकाता","❌"
"59","atake","अटके","आतके","❌"
"60","atke","अटके","एटक","❌"
"61","atwaal","अटवाल","अत्वाल","❌"
"62","atwal","अटवाल","अत्वल","❌"
"63","attahasa","अट्टहास","अत्ााशा","❌"
"64","atthaas","अट्टहास","अत्हास","❌"
"65","atthas","अट्टहास","अत्थास","❌"
"66","addon","अड्डों","एड्डों","❌"
"67","athak","अथक","आठक","❌"
"68","atharv","अथर्व","अठार्व","❌"
"69","atharva","अथर्व","अठार्व","❌"
"70","adad","अदद","आददधी","❌"
"71","adaani","अदाणी","अदानी","❌"
"72","adani","अदाणी","अदानी","❌"
"73","advait","अद्वैत","अद्वैत","✅"
"74","adwait","अद्वैत","अद्वैत","✅"
"75","advaitvaad","अद्वैतवाद","अद्वेद्ववात","❌"
"76","advaitwad","अद्वैतवाद","अद्वेद्ववात","❌"
"77","adhivas","अधिवास","अधिवास","✅"
"78","adhiwas","अधिवास","अधिवास","✅"
"79","advivas","अधिवास","अद्विवास","❌"
"80","adhiik","अधीक","अधीक","✅"
"1","ank","अंक","एंक","❌"
"2","anka","अंक","अनका","❌"
"3","ankit","अंकित","अंकीत","❌"
"4","anakon","अंकों","अनकों","❌"
"5","ankhon","अंकों","अंखों","❌"
"6","ankon","अंकों","अंकों","✅"
"7","angkor","अंकोर","एंक्रोर","❌"
"8","ankor","अंकोर","अंकोर","✅"
"9","angaarak","अंगारक","अंगारक","✅"
"10","angarak","अंगारक","अंगरक","❌"
"11","angraji","अंग्रज़ी","अंगराजी","❌"
"12","angreji","अंग्रज़ी","अंग्रेजी","❌"
"13","angrzi","अंग्रज़ी","अंग्रजी","❌"
"14","antah","अंतः","अंताह","❌"
"15","antaha","अंतः","अंताहा","❌"
"16","antarmukh","अंतर्मुख","अंतरमुख","❌"
"17","antmurkh","अंतर्मुख","अंतरमुख","❌"
"18","antrmukh","अंतर्मुख","अंतरमूख","❌"
"19","andrabee","अंद्राबी","अंदराबी","❌"
"20","andrabi","अंद्राबी","अंदराबी","❌"
"21","andha","अंधा","अंधा","✅"
"22","andhapan","अंधापन","अंधान","❌"
"23","andheri","अंधेरी","अंधरीी","❌"
"24","ambaani","अंबानी","अंबानी","✅"
"25","ambani","अंबानी","अंबानी","✅"
"26","akram","अकरम","अक्रम","❌"
"27","acapulco","अकापुल्को","अकापूल्क","❌"
"28","akapulko","अकापुल्को","अकापुकल","❌"
"29","akhand","अखंड","अखंड","✅"
"30","akhil","अखिल","अखिल","✅"
"31","agavai","अगवाई","अगवाई","✅"
"32","agvaai","अगवाई","अगवाई","✅"
"33","augustine","अगस्टाइन","आगुस्टीन","❌"
"34","augustustine","अगस्टाइन","आगुस्ट्शनेश","❌"
"35","agsta","अगस्ता","अज्टा","❌"
"36","agusta","अगस्ता","अगुस्ता","❌"
"37","augusta","अगस्ता","औगुस्ता","❌"
"38","agr","अग्र","अग्र","✅"
"39","agra","अग्र","अग्रा","❌"
"40","achambha","अचंभा","अच्भभा","❌"
"41","achanbha","अचंभा","अच्छभा","❌"
"42","achievement","अचीवमेंट","अचिवेंट","❌"
"43","achivement","अचीवमेंट","अचिवेंट","❌"
"44","acchi","अच्छी","अच्छी","✅"
"45","achchi","अच्छी","अच्छी","✅"
"46","achhi","अच्छी","अछी","❌"
"47","achyut","अच्युत","अच्युत","✅"
"48","achhanera","अछनेरा","अच्छरणा","❌"
"49","achnera","अछनेरा","अच्नर","❌"
"50","ajmeedh","अजमीढ़","अजमीदध","❌"
"51","ajhar","अजहर","अझार","❌"
"52","azhar","अजहर","अझार","❌"
"53","ajit","अजित","अजित","✅"
"54","agnat","अज्ञात","अग्नत","❌"
"55","agyaat","अज्ञात","अज्ञात","✅"
"56","agyat","अज्ञात","अज्ञात","✅"
"57","atakta","अटकता","आतकता","❌"
"58","atkata","अटकता","अतकता","❌"
"59","atake","अटके","आटके","❌"
"60","atke","अटके","आटके","❌"
"61","atwaal","अटवाल","आत्वाल","❌"
"62","atwal","अटवाल","आत्वाल","❌"
"63","attahasa","अट्टहास","आत्हासा","❌"
"64","atthaas","अट्टहास","अथ्ास","❌"
"65","atthas","अट्टहास","अथ्थास","❌"
"66","addon","अड्डों","एडोन","❌"
"67","athak","अथक","आठाक","❌"
"68","atharv","अथर्व","अठर्व","❌"
"69","atharva","अथर्व","अठर्व","❌"
"70","adad","अदद","आदाद","❌"
"71","adaani","अदाणी","अदानी","❌"
"72","adani","अदाणी","अदानी","❌"
"73","advait","अद्वैत","अदवतत","❌"
"74","adwait","अद्वैत","अदवतत","❌"
"75","advaitvaad","अद्वैतवाद","अद्वव्वदाद","❌"
"76","advaitwad","अद्वैतवाद","अद्वव्तवाद","❌"
"77","adhivas","अधिवास","आधिवास","❌"
"78","adhiwas","अधिवास","अधिवास","✅"
"79","advivas","अधिवास","अडविवास","❌"
"80","adhiik","अधीक","आधिक","❌"
"1","ank","अंक","अंक","✅"
"2","anka","अंक","अनका","❌"
"3","ankit","अंकित","एंकित","❌"
"4","anakon","अंकों","आनाकों","❌"
"5","ankhon","अंकों","अंखों","❌"
"6","ankon","अंकों","अनकों","❌"
"7","angkor","अंकोर","अंगकोर","❌"
"8","ankor","अंकोर","अंकोर","✅"
"9","angaarak","अंगारक","अंगारक","✅"
"10","angarak","अंगारक","अंगरक","❌"
"11","angraji","अंग्रज़ी","अंगराजी","❌"
"12","angreji","अंग्रज़ी","अंग्रेजी","❌"
"13","angrzi","अंग्रज़ी","अंग्रजी","❌"
"14","antah","अंतः","अंताह","❌"
"15","antaha","अंतः","अंताहा","❌"
"16","antarmukh","अंतर्मुख","अंतरमूख","❌"
"17","antmurkh","अंतर्मुख","अंतरूम्ख","❌"
"18","antrmukh","अंतर्मुख","अंतर्मुख","✅"
"19","andrabee","अंद्राबी","अंडराबे","❌"
"20","andrabi","अंद्राबी","अंद्राबी","✅"
"21","andha","अंधा","अंधा","✅"
"22","andhapan","अंधापन","अंधापन","✅"
"23","andheri","अंधेरी","अंधरी","❌"
"24","ambaani","अंबानी","अमबानी","❌"
"25","ambani","अंबानी","अंबानी","✅"
"26","akram","अकरम","अक्रम","❌"
"27","acapulco","अकापुल्को","एकापुकोल","❌"
"28","akapulko","अकापुल्को","आकापुकोलों","❌"
"29","akhand","अखंड","अखांड","❌"
"30","akhil","अखिल","अखिल","✅"
"31","agavai","अगवाई","अगवाई","✅"
"32","agvaai","अगवाई","अगवाई","✅"
"33","augustine","अगस्टाइन","ऑयसस्टीन","❌"
"34","augustustine","अगस्टाइन","ऑगुस्त्तिसन","❌"
"35","agsta","अगस्ता","अगससता","❌"
"36","agusta","अगस्ता","अजूसता","❌"
"37","augusta","अगस्ता","आउगसता","❌"
"38","agr","अग्र","अग्र","✅"
"39","agra","अग्र","अग्रा","❌"
"40","achambha","अचंभा","अचंभा","✅"
"41","achanbha","अचंभा","अचंभा","✅"
"42","achievement","अचीवमेंट","अचिवेंमें","❌"
"43","achivement","अचीवमेंट","अचिवमेंत","❌"
"44","acchi","अच्छी","आच्छी","❌"
"45","achchi","अच्छी","अच्ची","❌"
"46","achhi","अच्छी","अछी","❌"
"47","achyut","अच्युत","अछ्युत","❌"
"48","achhanera","अछनेरा","अछ्छनरण","❌"
